id_vente,date,id_client,nom_client,region,id_produit,nom_produit,categorie,qte,prix_unitaire_Ar,remise_%,total_Ar,marge_Ar
V1436,2025-12-10,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,15,3200,5,45600.0,8100.0
V1437,2025-12-10,C002,Score Jumbo,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,2,30000,0,60000.0,10000.0
V1438,2025-12-10,C004,Epicerie Madiro,Ambanja,P012,Omo 1kg,Hygiène,15,10000,0,150000.0,30000.0
V1439,2025-12-10,C004,Epicerie Madiro,Ambanja,P002,Riz Tsipala 50kg,Riz,30,130000,5,3705000.0,405000.0
V1440,2025-12-10,C003,Hotel Constance Nosy Be,Nosy Be,P008,Farine 1kg,Farine,7,2800,0,19600.0,4200.0
V1441,2025-12-10,C003,Hotel Constance Nosy Be,Nosy Be,P008,Farine 1kg,Farine,1,2800,0,2800.0,600.0
V1442,2025-12-10,C001,Epicerie Amina,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,13,50000,0,650000.0,104000.0
V1443,2025-12-10,C002,Score Jumbo,Antsiranana,P002,Riz Tsipala 50kg,Riz,23,130000,0,2990000.0,460000.0
V1444,2025-12-10,C006,Alimentation Ambilobe,Ambilobe,P005,Sucre Blanc 1kg,Sucre,13,4000,10,46800.0,5200.0
V1445,2025-12-11,C004,Epicerie Madiro,Ambanja,P015,Pâtes Spaghetti 500g,Pâtes,10,3200,0,32000.0,7000.0
V1446,2025-12-11,C001,Epicerie Amina,Antsiranana,P001,Riz Maka 25kg,Riz,21,65000,0,1365000.0,210000.0
V1447,2025-12-11,C002,Score Jumbo,Antsiranana,P018,Coca 1 pack 33cl,Boisson,12,15000,5,171000.0,27000.0
V1448,2025-12-11,C005,Quincaillerie Diego,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,2,30000,0,60000.0,10000.0
V1449,2025-12-11,C002,Score Jumbo,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,2,4500,0,9000.0,2000.0
V1450,2025-12-11,C002,Score Jumbo,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,11,30000,5,313500.0,38500.0
V1451,2025-12-11,C004,Epicerie Madiro,Ambanja,P003,Huile Ril 20L,Huile,2,98000,0,196000.0,26000.0
V1452,2025-12-11,C005,Quincaillerie Diego,Antsiranana,P018,Coca 1 pack 33cl,Boisson,1,15000,10,13500.0,1500.0
V1453,2025-12-11,C005,Quincaillerie Diego,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,4,45000,10,162000.0,10000.0
V1454,2025-12-11,C002,Score Jumbo,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,7,4500,0,31500.0,7000.0
V1455,2025-12-11,C005,Quincaillerie Diego,Antsiranana,P012,Omo 1kg,Hygiène,4,10000,5,38000.0,6000.0
V1456,2025-12-11,C004,Epicerie Madiro,Ambanja,P006,Sucre Roux 1kg,Sucre,11,3800,10,37620.0,4620.0
V1457,2025-12-11,C001,Epicerie Amina,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,6,10000,0,60000.0,12000.0
V1458,2025-12-11,C005,Quincaillerie Diego,Antsiranana,P018,Coca 1 pack 33cl,Boisson,9,15000,5,128250.0,20250.0
V1459,2025-12-12,C005,Quincaillerie Diego,Antsiranana,P001,Riz Maka 25kg,Riz,29,65000,0,1885000.0,290000.0
V1460,2025-12-12,C001,Epicerie Amina,Antsiranana,P013,Boite Sardine 10pcs,Conserve,6,18000,0,108000.0,18000.0
V1461,2025-12-12,C006,Alimentation Ambilobe,Ambilobe,P001,Riz Maka 25kg,Riz,27,65000,0,1755000.0,270000.0
V1462,2025-12-12,C003,Hotel Constance Nosy Be,Nosy Be,P008,Farine 1kg,Farine,12,2800,10,30240.0,3840.0
V1463,2025-12-12,C006,Alimentation Ambilobe,Ambilobe,P004,Huile Hina 5L,Huile,13,33000,5,407550.0,43550.0
V1464,2025-12-12,C006,Alimentation Ambilobe,Ambilobe,P011,Savon Nosy 1 carton,Hygiène,3,50000,0,150000.0,24000.0
V1465,2025-12-12,C003,Hotel Constance Nosy Be,Nosy Be,P018,Coca 1 pack 33cl,Boisson,6,15000,10,81000.0,9000.0
V1466,2025-12-12,C002,Score Jumbo,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,12,3200,0,38400.0,8400.0
V1467,2025-12-12,C006,Alimentation Ambilobe,Ambilobe,P006,Sucre Roux 1kg,Sucre,13,3800,0,49400.0,10400.0
V1468,2025-12-12,C001,Epicerie Amina,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,1,3200,0,3200.0,700.0
V1469,2025-12-12,C002,Score Jumbo,Antsiranana,P002,Riz Tsipala 50kg,Riz,17,130000,0,2210000.0,340000.0
V1470,2025-12-13,C003,Hotel Constance Nosy Be,Nosy Be,P010,Lait Bonnet Rouge 450g,Lait,9,4500,0,40500.0,9000.0
V1471,2025-12-13,C005,Quincaillerie Diego,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,5,22000,0,110000.0,20000.0
V1472,2025-12-13,C006,Alimentation Ambilobe,Ambilobe,P007,Farine 25kg,Farine,5,54000,0,270000.0,45000.0
V1473,2025-12-13,C001,Epicerie Amina,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,5,50000,0,250000.0,40000.0
V1474,2025-12-13,C003,Hotel Constance Nosy Be,Nosy Be,P014,Tomate concentrée 1 carton,Conserve,15,30000,0,450000.0,75000.0
V1475,2025-12-14,C006,Alimentation Ambilobe,Ambilobe,P015,Pâtes Spaghetti 500g,Pâtes,15,3200,0,48000.0,10500.0
V1476,2025-12-14,C003,Hotel Constance Nosy Be,Nosy Be,P006,Sucre Roux 1kg,Sucre,8,3800,10,27360.0,3360.0
V1477,2025-12-14,C004,Epicerie Madiro,Ambanja,P012,Omo 1kg,Hygiène,15,10000,5,142500.0,22500.0
V1478,2025-12-14,C003,Hotel Constance Nosy Be,Nosy Be,P003,Huile Ril 20L,Huile,12,98000,0,1176000.0,156000.0
V1479,2025-12-15,C001,Epicerie Amina,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,10,30000,0,300000.0,50000.0
V1480,2025-12-15,C005,Quincaillerie Diego,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,6,4500,0,27000.0,6000.0
V1481,2025-12-15,C001,Epicerie Amina,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,11,50000,0,550000.0,88000.0
V1482,2025-12-15,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,10,3200,10,28800.0,3800.0
V1483,2025-12-15,C004,Epicerie Madiro,Ambanja,P006,Sucre Roux 1kg,Sucre,12,3800,0,45600.0,9600.0
V1484,2025-12-15,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,1,3200,10,2880.0,380.0
V1485,2025-12-15,C003,Hotel Constance Nosy Be,Nosy Be,P020,Tôles 3m galvanisées,Matériaux,7,32000,0,224000.0,49000.0
V1486,2025-12-15,C006,Alimentation Ambilobe,Ambilobe,P002,Riz Tsipala 50kg,Riz,9,130000,10,1053000.0,63000.0
V1487,2025-12-15,C006,Alimentation Ambilobe,Ambilobe,P013,Boite Sardine 10pcs,Conserve,6,18000,5,102600.0,12600.0
V1488,2025-12-15,C006,Alimentation Ambilobe,Ambilobe,P006,Sucre Roux 1kg,Sucre,1,3800,0,3800.0,800.0
V1489,2025-12-15,C005,Quincaillerie Diego,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,1,3200,0,3200.0,700.0
V1490,2025-12-15,C001,Epicerie Amina,Antsiranana,P008,Farine 1kg,Farine,13,2800,10,32760.0,4160.0
V1491,2025-12-16,C003,Hotel Constance Nosy Be,Nosy Be,P012,Omo 1kg,Hygiène,7,10000,5,66500.0,10500.0
V1492,2025-12-16,C001,Epicerie Amina,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,3,32000,10,86400.0,11400.0
V1493,2025-12-16,C004,Epicerie Madiro,Ambanja,P012,Omo 1kg,Hygiène,6,10000,0,60000.0,12000.0
V1494,2025-12-16,C001,Epicerie Amina,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,3,45000,5,128250.0,14250.0
V1495,2025-12-16,C003,Hotel Constance Nosy Be,Nosy Be,P013,Boite Sardine 10pcs,Conserve,6,18000,10,97200.0,7200.0
V1496,2025-12-16,C003,Hotel Constance Nosy Be,Nosy Be,P008,Farine 1kg,Farine,2,2800,0,5600.0,1200.0
V1497,2025-12-16,C006,Alimentation Ambilobe,Ambilobe,P006,Sucre Roux 1kg,Sucre,8,3800,5,28880.0,4880.0
V1498,2025-12-17,C004,Epicerie Madiro,Ambanja,P018,Coca 1 pack 33cl,Boisson,2,15000,0,30000.0,6000.0
V1499,2025-12-17,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,4,3200,5,12160.0,2160.0
V1500,2025-12-17,C003,Hotel Constance Nosy Be,Nosy Be,P016,Biscuit Gold 1 carton,Biscuit,4,22000,0,88000.0,16000.0
V1501,2025-12-17,C002,Score Jumbo,Antsiranana,P003,Huile Ril 20L,Huile,8,98000,0,784000.0,104000.0
V1502,2025-12-18,C006,Alimentation Ambilobe,Ambilobe,P015,Pâtes Spaghetti 500g,Pâtes,2,3200,10,5760.0,760.0
V1503,2025-12-18,C003,Hotel Constance Nosy Be,Nosy Be,P012,Omo 1kg,Hygiène,12,10000,0,120000.0,24000.0
V1504,2025-12-18,C005,Quincaillerie Diego,Antsiranana,P018,Coca 1 pack 33cl,Boisson,5,15000,0,75000.0,15000.0
V1505,2025-12-18,C002,Score Jumbo,Antsiranana,P006,Sucre Roux 1kg,Sucre,13,3800,0,49400.0,10400.0
V1506,2025-12-18,C005,Quincaillerie Diego,Antsiranana,P008,Farine 1kg,Farine,2,2800,0,5600.0,1200.0
V1507,2025-12-18,C002,Score Jumbo,Antsiranana,P008,Farine 1kg,Farine,13,2800,0,36400.0,7800.0
V1508,2025-12-19,C001,Epicerie Amina,Antsiranana,P012,Omo 1kg,Hygiène,9,10000,5,85500.0,13500.0
V1509,2025-12-19,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,13,3200,5,39520.0,7020.0
V1510,2025-12-19,C002,Score Jumbo,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,15,32000,0,480000.0,105000.0
V1511,2025-12-19,C001,Epicerie Amina,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,7,4500,10,28350.0,3850.0
V1512,2025-12-20,C006,Alimentation Ambilobe,Ambilobe,P016,Biscuit Gold 1 carton,Biscuit,9,22000,0,198000.0,36000.0
V1513,2025-12-20,C004,Epicerie Madiro,Ambanja,P019,Ciment Holcim 50kg,Matériaux,2,45000,0,90000.0,14000.0
V1514,2025-12-20,C003,Hotel Constance Nosy Be,Nosy Be,P003,Huile Ril 20L,Huile,8,98000,0,784000.0,104000.0
V1515,2025-12-20,C006,Alimentation Ambilobe,Ambilobe,P017,Eau Vive 1 pack 1.5L,Boisson,6,10000,0,60000.0,12000.0
V1516,2025-12-20,C005,Quincaillerie Diego,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,3,45000,0,135000.0,21000.0
V1517,2025-12-20,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,15,10000,0,150000.0,30000.0
V1518,2025-12-20,C001,Epicerie Amina,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,3,10000,0,30000.0,6000.0
V1519,2025-12-21,C002,Score Jumbo,Antsiranana,P006,Sucre Roux 1kg,Sucre,6,3800,10,20520.0,2520.0
V1520,2025-12-21,C002,Score Jumbo,Antsiranana,P012,Omo 1kg,Hygiène,9,10000,0,90000.0,18000.0
V1521,2025-12-21,C001,Epicerie Amina,Antsiranana,P009,Lait Nido 2kg,Lait,4,78000,10,280800.0,20800.0
V1522,2025-12-21,C005,Quincaillerie Diego,Antsiranana,P009,Lait Nido 2kg,Lait,3,78000,10,210600.0,15600.0
V1523,2025-12-21,C003,Hotel Constance Nosy Be,Nosy Be,P020,Tôles 3m galvanisées,Matériaux,9,32000,0,288000.0,63000.0
V1524,2025-12-21,C005,Quincaillerie Diego,Antsiranana,P006,Sucre Roux 1kg,Sucre,10,3800,5,36100.0,6100.0
V1525,2025-12-21,C002,Score Jumbo,Antsiranana,P006,Sucre Roux 1kg,Sucre,11,3800,5,39710.0,6710.0
V1526,2025-12-22,C006,Alimentation Ambilobe,Ambilobe,P020,Tôles 3m galvanisées,Matériaux,6,32000,5,182400.0,32400.0
V1527,2025-12-22,C001,Epicerie Amina,Antsiranana,P001,Riz Maka 25kg,Riz,10,65000,0,650000.0,100000.0
V1528,2025-12-22,C006,Alimentation Ambilobe,Ambilobe,P019,Ciment Holcim 50kg,Matériaux,5,45000,10,202500.0,12500.0
V1529,2025-12-22,C002,Score Jumbo,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,7,45000,5,299250.0,33250.0
V1530,2025-12-22,C006,Alimentation Ambilobe,Ambilobe,P001,Riz Maka 25kg,Riz,36,65000,10,2106000.0,126000.0
V1531,2025-12-22,C005,Quincaillerie Diego,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,11,4500,0,49500.0,11000.0
V1532,2025-12-22,C004,Epicerie Madiro,Ambanja,P008,Farine 1kg,Farine,13,2800,10,32760.0,4160.0
V1533,2025-12-23,C004,Epicerie Madiro,Ambanja,P010,Lait Bonnet Rouge 450g,Lait,8,4500,0,36000.0,8000.0
V1534,2025-12-23,C006,Alimentation Ambilobe,Ambilobe,P002,Riz Tsipala 50kg,Riz,15,130000,0,1950000.0,300000.0
V1535,2025-12-23,C004,Epicerie Madiro,Ambanja,P016,Biscuit Gold 1 carton,Biscuit,8,22000,0,176000.0,32000.0
V1536,2025-12-23,C003,Hotel Constance Nosy Be,Nosy Be,P020,Tôles 3m galvanisées,Matériaux,3,32000,0,96000.0,21000.0
V1537,2025-12-23,C006,Alimentation Ambilobe,Ambilobe,P011,Savon Nosy 1 carton,Hygiène,12,50000,0,600000.0,96000.0
V1538,2025-12-23,C004,Epicerie Madiro,Ambanja,P005,Sucre Blanc 1kg,Sucre,13,4000,0,52000.0,10400.0
V1539,2025-12-23,C005,Quincaillerie Diego,Antsiranana,P018,Coca 1 pack 33cl,Boisson,2,15000,0,30000.0,6000.0
V1540,2025-12-23,C002,Score Jumbo,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,2,3200,0,6400.0,1400.0
V1541,2025-12-24,C004,Epicerie Madiro,Ambanja,P008,Farine 1kg,Farine,3,2800,0,8400.0,1800.0
V1542,2025-12-24,C001,Epicerie Amina,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,7,4500,5,29925.0,5425.0
V1543,2025-12-24,C004,Epicerie Madiro,Ambanja,P008,Farine 1kg,Farine,14,2800,0,39200.0,8400.0
V1544,2025-12-24,C003,Hotel Constance Nosy Be,Nosy Be,P019,Ciment Holcim 50kg,Matériaux,12,45000,0,540000.0,84000.0
V1545,2025-12-25,C002,Score Jumbo,Antsiranana,P006,Sucre Roux 1kg,Sucre,8,3800,5,28880.0,4880.0
V1546,2025-12-25,C004,Epicerie Madiro,Ambanja,P016,Biscuit Gold 1 carton,Biscuit,15,22000,0,330000.0,60000.0
V1547,2025-12-25,C004,Epicerie Madiro,Ambanja,P001,Riz Maka 25kg,Riz,10,65000,0,650000.0,100000.0
V1548,2025-12-25,C005,Quincaillerie Diego,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,4,3200,0,12800.0,2800.0
V1549,2025-12-25,C005,Quincaillerie Diego,Antsiranana,P012,Omo 1kg,Hygiène,1,10000,0,10000.0,2000.0
V1550,2025-12-25,C003,Hotel Constance Nosy Be,Nosy Be,P016,Biscuit Gold 1 carton,Biscuit,10,22000,10,198000.0,18000.0
V1551,2025-12-25,C006,Alimentation Ambilobe,Ambilobe,P016,Biscuit Gold 1 carton,Biscuit,5,22000,5,104500.0,14500.0
V1552,2025-12-25,C001,Epicerie Amina,Antsiranana,P004,Huile Hina 5L,Huile,7,33000,0,231000.0,35000.0
V1553,2025-12-26,C003,Hotel Constance Nosy Be,Nosy Be,P012,Omo 1kg,Hygiène,13,10000,0,130000.0,26000.0
V1554,2025-12-26,C003,Hotel Constance Nosy Be,Nosy Be,P002,Riz Tsipala 50kg,Riz,30,130000,0,3900000.0,600000.0
V1555,2025-12-26,C005,Quincaillerie Diego,Antsiranana,P018,Coca 1 pack 33cl,Boisson,4,15000,0,60000.0,12000.0
V1556,2025-12-26,C005,Quincaillerie Diego,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,2,4500,0,9000.0,2000.0
V1557,2025-12-26,C005,Quincaillerie Diego,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,13,3200,5,39520.0,7020.0
V1558,2025-12-26,C003,Hotel Constance Nosy Be,Nosy Be,P020,Tôles 3m galvanisées,Matériaux,11,32000,5,334400.0,59400.0
V1559,2025-12-26,C001,Epicerie Amina,Antsiranana,P005,Sucre Blanc 1kg,Sucre,2,4000,0,8000.0,1600.0
V1560,2025-12-26,C003,Hotel Constance Nosy Be,Nosy Be,P011,Savon Nosy 1 carton,Hygiène,9,50000,0,450000.0,72000.0
V1561,2025-12-27,C002,Score Jumbo,Antsiranana,P007,Farine 25kg,Farine,10,54000,5,513000.0,63000.0
V1562,2025-12-27,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,1,10000,0,10000.0,2000.0
V1563,2025-12-27,C001,Epicerie Amina,Antsiranana,P005,Sucre Blanc 1kg,Sucre,12,4000,0,48000.0,9600.0
V1564,2025-12-27,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,8,10000,0,80000.0,16000.0
V1565,2025-12-27,C005,Quincaillerie Diego,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,3,10000,0,30000.0,6000.0
V1566,2025-12-27,C005,Quincaillerie Diego,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,3,50000,0,150000.0,24000.0
V1567,2025-12-28,C005,Quincaillerie Diego,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,10,4500,0,45000.0,10000.0
V1568,2025-12-28,C005,Quincaillerie Diego,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,9,10000,0,90000.0,18000.0
V1569,2025-12-28,C006,Alimentation Ambilobe,Ambilobe,P019,Ciment Holcim 50kg,Matériaux,5,45000,0,225000.0,35000.0
V1570,2025-12-28,C001,Epicerie Amina,Antsiranana,P012,Omo 1kg,Hygiène,6,10000,10,54000.0,6000.0
V1571,2025-12-28,C001,Epicerie Amina,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,10,30000,0,300000.0,50000.0
V1572,2025-12-28,C006,Alimentation Ambilobe,Ambilobe,P001,Riz Maka 25kg,Riz,35,65000,0,2275000.0,350000.0
V1573,2025-12-29,C006,Alimentation Ambilobe,Ambilobe,P019,Ciment Holcim 50kg,Matériaux,10,45000,0,450000.0,70000.0
V1574,2025-12-29,C006,Alimentation Ambilobe,Ambilobe,P002,Riz Tsipala 50kg,Riz,35,130000,0,4550000.0,700000.0
V1575,2025-12-29,C005,Quincaillerie Diego,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,13,32000,0,416000.0,91000.0
V1576,2025-12-29,C002,Score Jumbo,Antsiranana,P008,Farine 1kg,Farine,1,2800,5,2660.0,460.0
V1577,2025-12-29,C006,Alimentation Ambilobe,Ambilobe,P004,Huile Hina 5L,Huile,4,33000,0,132000.0,20000.0
V1578,2025-12-29,C004,Epicerie Madiro,Ambanja,P011,Savon Nosy 1 carton,Hygiène,7,50000,0,350000.0,56000.0
V1579,2025-12-29,C004,Epicerie Madiro,Ambanja,P007,Farine 25kg,Farine,7,54000,5,359100.0,44100.0
V1580,2025-12-29,C005,Quincaillerie Diego,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,14,22000,10,277200.0,25200.0
V1581,2025-12-29,C006,Alimentation Ambilobe,Ambilobe,P002,Riz Tsipala 50kg,Riz,13,130000,5,1605500.0,175500.0
V1582,2025-12-29,C002,Score Jumbo,Antsiranana,P018,Coca 1 pack 33cl,Boisson,6,15000,10,81000.0,9000.0
V1583,2025-12-29,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,7,10000,0,70000.0,14000.0
V1584,2025-12-30,C002,Score Jumbo,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,15,3200,5,45600.0,8100.0
V1585,2025-12-30,C003,Hotel Constance Nosy Be,Nosy Be,P018,Coca 1 pack 33cl,Boisson,6,15000,10,81000.0,9000.0
V1586,2025-12-30,C006,Alimentation Ambilobe,Ambilobe,P009,Lait Nido 2kg,Lait,10,78000,0,780000.0,130000.0
V1587,2025-12-30,C002,Score Jumbo,Antsiranana,P008,Farine 1kg,Farine,5,2800,5,13300.0,2300.0
V1588,2025-12-30,C003,Hotel Constance Nosy Be,Nosy Be,P008,Farine 1kg,Farine,5,2800,0,14000.0,3000.0
V1589,2025-12-30,C006,Alimentation Ambilobe,Ambilobe,P007,Farine 25kg,Farine,12,54000,10,583200.0,43200.0
V1590,2025-12-30,C004,Epicerie Madiro,Ambanja,P011,Savon Nosy 1 carton,Hygiène,8,50000,0,400000.0,64000.0
V1591,2025-12-31,C005,Quincaillerie Diego,Antsiranana,P009,Lait Nido 2kg,Lait,5,78000,0,390000.0,65000.0
V1592,2025-12-31,C005,Quincaillerie Diego,Antsiranana,P018,Coca 1 pack 33cl,Boisson,7,15000,0,105000.0,21000.0
V1593,2025-12-31,C003,Hotel Constance Nosy Be,Nosy Be,P005,Sucre Blanc 1kg,Sucre,5,4000,0,20000.0,4000.0
V1594,2025-12-31,C003,Hotel Constance Nosy Be,Nosy Be,P003,Huile Ril 20L,Huile,6,98000,0,588000.0,78000.0
V1595,2025-12-31,C006,Alimentation Ambilobe,Ambilobe,P009,Lait Nido 2kg,Lait,12,78000,0,936000.0,156000.0
V1596,2025-12-31,C002,Score Jumbo,Antsiranana,P007,Farine 25kg,Farine,14,54000,5,718200.0,88200.0
V1597,2026-01-01,C003,Hotel Constance Nosy Be,Nosy Be,P018,Coca 1 pack 33cl,Boisson,12,15000,0,180000.0,36000.0
V1598,2026-01-01,C002,Score Jumbo,Antsiranana,P004,Huile Hina 5L,Huile,10,33000,10,297000.0,17000.0
V1599,2026-01-02,C005,Quincaillerie Diego,Antsiranana,P008,Farine 1kg,Farine,4,2800,0,11200.0,2400.0
V1600,2026-01-02,C006,Alimentation Ambilobe,Ambilobe,P017,Eau Vive 1 pack 1.5L,Boisson,4,10000,10,36000.0,4000.0
V1601,2026-01-02,C002,Score Jumbo,Antsiranana,P002,Riz Tsipala 50kg,Riz,11,130000,0,1430000.0,220000.0
V1602,2026-01-02,C003,Hotel Constance Nosy Be,Nosy Be,P016,Biscuit Gold 1 carton,Biscuit,2,22000,10,39600.0,3600.0
V1603,2026-01-02,C002,Score Jumbo,Antsiranana,P001,Riz Maka 25kg,Riz,40,65000,0,2600000.0,400000.0
V1604,2026-01-02,C004,Epicerie Madiro,Ambanja,P016,Biscuit Gold 1 carton,Biscuit,8,22000,10,158400.0,14400.0
V1605,2026-01-02,C002,Score Jumbo,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,6,4500,0,27000.0,6000.0
V1606,2026-01-02,C006,Alimentation Ambilobe,Ambilobe,P002,Riz Tsipala 50kg,Riz,10,130000,10,1170000.0,70000.0
V1607,2026-01-03,C005,Quincaillerie Diego,Antsiranana,P008,Farine 1kg,Farine,9,2800,10,22680.0,2880.0
V1608,2026-01-03,C006,Alimentation Ambilobe,Ambilobe,P002,Riz Tsipala 50kg,Riz,16,130000,0,2080000.0,320000.0
V1609,2026-01-03,C002,Score Jumbo,Antsiranana,P002,Riz Tsipala 50kg,Riz,30,130000,0,3900000.0,600000.0
V1610,2026-01-03,C002,Score Jumbo,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,15,4500,0,67500.0,15000.0
V1611,2026-01-03,C001,Epicerie Amina,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,10,4500,5,42750.0,7750.0
V1612,2026-01-03,C001,Epicerie Amina,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,5,50000,0,250000.0,40000.0
V1613,2026-01-03,C006,Alimentation Ambilobe,Ambilobe,P018,Coca 1 pack 33cl,Boisson,9,15000,0,135000.0,27000.0
V1614,2026-01-04,C002,Score Jumbo,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,8,10000,0,80000.0,16000.0
V1615,2026-01-04,C002,Score Jumbo,Antsiranana,P004,Huile Hina 5L,Huile,6,33000,0,198000.0,30000.0
V1616,2026-01-04,C006,Alimentation Ambilobe,Ambilobe,P015,Pâtes Spaghetti 500g,Pâtes,11,3200,0,35200.0,7700.0
V1617,2026-01-04,C006,Alimentation Ambilobe,Ambilobe,P006,Sucre Roux 1kg,Sucre,1,3800,10,3420.0,420.0
V1618,2026-01-05,C003,Hotel Constance Nosy Be,Nosy Be,P010,Lait Bonnet Rouge 450g,Lait,10,4500,10,40500.0,5500.0
V1619,2026-01-05,C002,Score Jumbo,Antsiranana,P006,Sucre Roux 1kg,Sucre,10,3800,10,34200.0,4200.0
V1620,2026-01-05,C004,Epicerie Madiro,Ambanja,P014,Tomate concentrée 1 carton,Conserve,9,30000,0,270000.0,45000.0
V1621,2026-01-06,C001,Epicerie Amina,Antsiranana,P013,Boite Sardine 10pcs,Conserve,11,18000,0,198000.0,33000.0
V1622,2026-01-06,C002,Score Jumbo,Antsiranana,P005,Sucre Blanc 1kg,Sucre,8,4000,0,32000.0,6400.0
V1623,2026-01-06,C002,Score Jumbo,Antsiranana,P001,Riz Maka 25kg,Riz,21,65000,0,1365000.0,210000.0
V1624,2026-01-06,C002,Score Jumbo,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,13,3200,0,41600.0,9100.0
V1625,2026-01-06,C003,Hotel Constance Nosy Be,Nosy Be,P010,Lait Bonnet Rouge 450g,Lait,10,4500,10,40500.0,5500.0
V1626,2026-01-06,C005,Quincaillerie Diego,Antsiranana,P001,Riz Maka 25kg,Riz,21,65000,10,1228500.0,73500.0
V1627,2026-01-06,C003,Hotel Constance Nosy Be,Nosy Be,P008,Farine 1kg,Farine,1,2800,10,2520.0,320.0
V1628,2026-01-06,C001,Epicerie Amina,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,5,3200,0,16000.0,3500.0
V1629,2026-01-07,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,15,10000,10,135000.0,15000.0
V1630,2026-01-07,C003,Hotel Constance Nosy Be,Nosy Be,P004,Huile Hina 5L,Huile,11,33000,0,363000.0,55000.0
V1631,2026-01-07,C003,Hotel Constance Nosy Be,Nosy Be,P020,Tôles 3m galvanisées,Matériaux,4,32000,0,128000.0,28000.0
V1632,2026-01-07,C002,Score Jumbo,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,3,22000,0,66000.0,12000.0
V1633,2026-01-07,C006,Alimentation Ambilobe,Ambilobe,P020,Tôles 3m galvanisées,Matériaux,6,32000,0,192000.0,42000.0
V1634,2026-01-07,C006,Alimentation Ambilobe,Ambilobe,P018,Coca 1 pack 33cl,Boisson,15,15000,0,225000.0,45000.0
V1635,2026-01-08,C005,Quincaillerie Diego,Antsiranana,P007,Farine 25kg,Farine,13,54000,0,702000.0,117000.0
V1636,2026-01-08,C006,Alimentation Ambilobe,Ambilobe,P020,Tôles 3m galvanisées,Matériaux,14,32000,0,448000.0,98000.0
